source,target,weight
44659,PressupostosParticipatius,1
44660,PressupostosParticipatius,1
44666,PAM2020,1
44670,PAM2020,1
44672,PressupostosParticipatius,1
44674,PressupostosParticipatius,1
44676,PressupostosParticipatius,2
44679,PressupostosParticipatius,1
44683,PAM2020,2
44686,PressupostosParticipatius,1
44688,PressupostosParticipatius,1
44689,PressupostosParticipatius,1
44690,PressupostosParticipatius,1
44691,PressupostosParticipatius,1
44692,PressupostosParticipatius,1
44693,PressupostosParticipatius,1
44694,PressupostosParticipatius,1
44695,PressupostosParticipatius,1
44696,PressupostosParticipatius,1
44698,PressupostosParticipatius,1
44699,PressupostosParticipatius,1
44701,PAM2020,1
44701,PressupostosParticipatius,3
44702,PressupostosParticipatius,1
44704,PAM2020,1
44710,PAM2020,1
44711,PAM2020,1
44712,PressupostosParticipatius,1
44714,PressupostosParticipatius,1
44716,PressupostosParticipatius,1
44720,PressupostosParticipatius,1
44729,PressupostosParticipatius,2
44737,PressupostosParticipatius,1
44739,PAM2020,1
44746,PressupostosParticipatius,1
44747,PAM2020,2
44748,PressupostosParticipatius,1
44758,PressupostosParticipatius,1
44759,PAM2020,1
44765,PressupostosParticipatius,2
44771,PAM2020,1
44771,PressupostosParticipatius,2
44776,PressupostosParticipatius,1
44777,PressupostosParticipatius,1
44779,PressupostosParticipatius,1
44781,PressupostosParticipatius,1
44782,PAM2020,1
44784,PAM2020,1
44785,PressupostosParticipatius,1
44788,PressupostosParticipatius,1
44789,PAM2020,1
44792,PAM2020,1
44794,PressupostosParticipatius,1
44796,PressupostosParticipatius,1
44806,PAM2020,1
44807,PAM2020,1
44813,PressupostosParticipatius,1
44814,PressupostosParticipatius,1
44815,ordenancaconvivencia,1
44816,PressupostosParticipatius,1
44818,PAM2020,1
44819,PressupostosParticipatius,1
44822,PAM2020,1
44824,PAM2020,1
44832,PressupostosParticipatius,1
44833,PAM2020,1
44833,PressupostosParticipatius,1
44837,PressupostosParticipatius,1
44842,PressupostosParticipatius,1
44843,PAM2020,1
44856,PressupostosParticipatius,1
44860,PressupostosParticipatius,1
44862,PressupostosParticipatius,2
44865,PressupostosParticipatius,1
44871,PAM2020,1
44874,PAM2020,1
44876,PressupostosParticipatius,1
44878,PressupostosParticipatius,1
44881,PressupostosParticipatius,1
44887,PressupostosParticipatius,1
44898,PressupostosParticipatius,1
44899,PressupostosParticipatius,1
44919,PressupostosParticipatius,1
44923,PressupostosParticipatius,1
44931,PressupostosParticipatius,1
44937,PAM2020,1
44942,PressupostosParticipatius,1
44945,PressupostosParticipatius,1
44948,usostallermasriera,1
44951,PressupostosParticipatius,2
44953,PressupostosParticipatius,1
45015,PAM2020,1
45047,PressupostosParticipatius,1
45054,PAM2020,1
45074,PAM2020,1
45076,PAM2020,1
45093,PAM2020,1
45112,PAM2020,1
45119,PressupostosParticipatius,1
45133,PressupostosParticipatius,1
45136,PressupostosParticipatius,1
45137,PressupostosParticipatius,1
45143,PAM2020,1
45149,PAM2020,1
45168,PressupostosParticipatius,1
45172,PressupostosParticipatius,1
45197,PAM2020,2
45197,PressupostosParticipatius,2
45202,PressupostosParticipatius,1
45216,PAM2020,1
45223,PAM2020,1
45227,PAM2020,1
45255,PressupostosParticipatius,1
45261,PressupostosParticipatius,1
45270,PressupostosParticipatius,1
45273,PAM2020,1
45274,PressupostosParticipatius,1
45275,PressupostosParticipatius,1
45278,PressupostosParticipatius,1
45281,PressupostosParticipatius,1
45282,PressupostosParticipatius,1
45283,PAM2020,1
45285,PressupostosParticipatius,1
45286,PressupostosParticipatius,1
45291,PressupostosParticipatius,1
45292,PressupostosParticipatius,1
45293,PressupostosParticipatius,1
45298,PAM2020,1
45305,PressupostosParticipatius,1
45307,PressupostosParticipatius,1
45310,PressupostosParticipatius,1
45320,PressupostosParticipatius,2
45333,PressupostosParticipatius,1
45344,PressupostosParticipatius,1
45348,PressupostosParticipatius,1
45350,PressupostosParticipatius,1
45351,PAM2020,1
45352,PAM2020,1
45356,PAM2020,1
45358,PressupostosParticipatius,1
45362,PressupostosParticipatius,1
45364,PressupostosParticipatius,1
45376,PressupostosParticipatius,1
45378,PAM2020,1
45386,PressupostosParticipatius,1
45387,PressupostosParticipatius,1
45388,PressupostosParticipatius,1
45390,PressupostosParticipatius,1
45394,PressupostosParticipatius,1
45397,PAM2020,1
45398,PressupostosParticipatius,1
45406,PAM2020,1
45423,PressupostosParticipatius,1
45426,PressupostosParticipatius,1
45441,PressupostosParticipatius,1
45463,PressupostosParticipatius,1
45468,PressupostosParticipatius,1
45469,PressupostosParticipatius,1
45481,PressupostosParticipatius,2
45482,PAM2020,2
45482,PressupostosParticipatius,1
45483,PressupostosParticipatius,1
45485,PressupostosParticipatius,2
45487,PressupostosParticipatius,2
45488,PressupostosParticipatius,2
45490,PAM2020,10
45495,PressupostosParticipatius,1
45501,PAM2020,1
45503,PAM2020,1
45510,PressupostosParticipatius,1
45515,PAM2020,1
45518,PAM2020,1
45520,PressupostosParticipatius,1
45524,PAM2020,1
45529,PressupostosParticipatius,1
45532,PAM2020,1
45533,PAM2020,1
45534,PAM2020,1
45535,PAM2020,1
45537,PAM2020,1
45541,PAM2020,1
45541,PressupostosParticipatius,3
45542,PAM2020,2
45545,PAM2020,1
45549,PAM2020,1
45550,PAM2020,1
45558,PressupostosParticipatius,2
45559,PAM2020,2
45559,PressupostosParticipatius,1
45560,PAM2020,1
45561,PAM2020,1
45572,PressupostosParticipatius,1
45581,PAM2020,1
45582,PressupostosParticipatius,1
45583,PAM2020,2
45585,PAM2020,1
45585,PressupostosParticipatius,2
45586,PressupostosParticipatius,2
45587,PressupostosParticipatius,1
45590,zonabaixesemissions,1
45596,PressupostosParticipatius,1
45597,PAM2020,1
45598,PressupostosParticipatius,2
45599,PAM2020,1
45600,PressupostosParticipatius,1
45601,PressupostosParticipatius,1
45604,PressupostosParticipatius,1
45608,PAM2020,1
45612,PressupostosParticipatius,1
45618,PAM2020,1
45622,PAM2020,1
45623,PressupostosParticipatius,1
45629,PAM2020,1
45635,PressupostosParticipatius,1
45636,PAM2020,1
45637,PressupostosParticipatius,1
45641,PressupostosParticipatius,1
45642,PressupostosParticipatius,1
45646,PAM2020,2
45646,PressupostosParticipatius,2
45651,PAM2020,1
45653,PressupostosParticipatius,1
45659,PressupostosParticipatius,1
45662,PAM2020,1
45664,PAM2020,2
45664,PressupostosParticipatius,1
45665,PressupostosParticipatius,2
45666,PressupostosParticipatius,2
45668,PAM2020,1
45669,PressupostosParticipatius,1
45672,PAM2020,2
45673,PressupostosParticipatius,1
45674,PressupostosParticipatius,1
45677,PAM2020,2
45677,PressupostosParticipatius,1
45679,PressupostosParticipatius,1
45686,PressupostosParticipatius,1
45687,PressupostosParticipatius,3
45688,PressupostosParticipatius,1
45689,PAM2020,2
45692,PAM2020,1
45692,PressupostosParticipatius,1
45694,PressupostosParticipatius,1
45695,PAM2020,1
45695,PressupostosParticipatius,2
45697,PressupostosParticipatius,1
45699,PAM2020,1
45699,PressupostosParticipatius,1
45701,PAM2020,1
45704,PAM2020,1
45706,PressupostosParticipatius,1
45709,PressupostosParticipatius,2
45710,PAM2020,1
45715,PressupostosParticipatius,1
45727,PressupostosParticipatius,1
45731,PressupostosParticipatius,13
45734,PressupostosParticipatius,1
45737,PressupostosParticipatius,1
45738,PressupostosParticipatius,1
45740,PressupostosParticipatius,1
45750,PressupostosParticipatius,1
45755,PressupostosParticipatius,1
45759,PressupostosParticipatius,1
45770,PressupostosParticipatius,1
45780,PressupostosParticipatius,2
45782,PressupostosParticipatius,2
45792,PressupostosParticipatius,3
45793,PressupostosParticipatius,1
45794,PressupostosParticipatius,1
45838,PAM2020,1
45844,PressupostosParticipatius,1
45848,PressupostosParticipatius,1
45905,PressupostosParticipatius,1
45917,PressupostosParticipatius,1
45919,PressupostosParticipatius,1
45926,PressupostosParticipatius,1
45929,PressupostosParticipatius,1
45934,PressupostosParticipatius,5
45936,PressupostosParticipatius,1
45939,PressupostosParticipatius,1
45941,PAM2020,1
45942,PAM2020,1
45943,PressupostosParticipatius,1
45944,PressupostosParticipatius,1
45945,PressupostosParticipatius,1
45947,PressupostosParticipatius,3
45950,PressupostosParticipatius,1
45951,PressupostosParticipatius,1
45958,PAM2020,1
45958,PressupostosParticipatius,1
45961,PressupostosParticipatius,1
45962,PressupostosParticipatius,1
45966,PressupostosParticipatius,2
45969,PAM2020,2
45969,PressupostosParticipatius,1
45976,PressupostosParticipatius,3
45977,PAM2020,1
45979,PAM2020,1
45987,PressupostosParticipatius,1
45988,PressupostosParticipatius,1
45992,PressupostosParticipatius,1
45993,PressupostosParticipatius,1
45994,PressupostosParticipatius,1
45995,PressupostosParticipatius,1
45996,PressupostosParticipatius,1
45997,PressupostosParticipatius,1
45998,PressupostosParticipatius,1
46000,PressupostosParticipatius,2
46001,PressupostosParticipatius,1
46002,PressupostosParticipatius,1
46003,PressupostosParticipatius,1
46004,PressupostosParticipatius,1
46005,PressupostosParticipatius,1
46006,PressupostosParticipatius,1
46008,PressupostosParticipatius,1
46010,PressupostosParticipatius,1
46014,PressupostosParticipatius,1
46015,PressupostosParticipatius,1
46016,PressupostosParticipatius,1
46018,PressupostosParticipatius,1
46023,PressupostosParticipatius,1
46026,PressupostosParticipatius,1
46027,PressupostosParticipatius,1
46029,PressupostosParticipatius,1
46030,PressupostosParticipatius,1
46034,PressupostosParticipatius,1
46035,PressupostosParticipatius,1
46036,PressupostosParticipatius,1
46037,PressupostosParticipatius,1
46039,PressupostosParticipatius,1
46042,PAM2020,1
46047,PressupostosParticipatius,1
46049,PressupostosParticipatius,1
46050,PressupostosParticipatius,1
46051,PAM2020,2
46051,PressupostosParticipatius,1
46052,PressupostosParticipatius,1
46053,PressupostosParticipatius,1
46054,PAM2020,2
46054,PressupostosParticipatius,1
46055,PressupostosParticipatius,1
46056,PressupostosParticipatius,1
46057,PAM2020,2
46057,PressupostosParticipatius,4
46058,PressupostosParticipatius,1
46059,PressupostosParticipatius,1
46060,PressupostosParticipatius,2
46062,PAM2020,2
46062,PressupostosParticipatius,1
46064,PressupostosParticipatius,1
46066,PressupostosParticipatius,1
46067,PressupostosParticipatius,1
46068,PressupostosParticipatius,1
46069,PressupostosParticipatius,1
46072,PressupostosParticipatius,2
46076,PressupostosParticipatius,1
46078,PressupostosParticipatius,1
46079,PressupostosParticipatius,1
46080,PressupostosParticipatius,1
46084,PressupostosParticipatius,1
46085,PressupostosParticipatius,1
46086,PressupostosParticipatius,1
46088,PressupostosParticipatius,1
46090,PressupostosParticipatius,1
46091,PressupostosParticipatius,2
46092,PressupostosParticipatius,1
46093,PressupostosParticipatius,1
46094,PressupostosParticipatius,1
46101,PressupostosParticipatius,1
46103,PressupostosParticipatius,1
46104,PressupostosParticipatius,2
46105,PressupostosParticipatius,1
46106,PressupostosParticipatius,1
46107,PressupostosParticipatius,1
46108,PressupostosParticipatius,1
46109,PressupostosParticipatius,2
46110,PressupostosParticipatius,1
46111,PressupostosParticipatius,1
46113,PressupostosParticipatius,1
46117,PressupostosParticipatius,1
46118,PressupostosParticipatius,1
46119,PressupostosParticipatius,1
46120,PressupostosParticipatius,1
46121,PressupostosParticipatius,1
46126,PAM2020,2
46126,PressupostosParticipatius,1
46127,PressupostosParticipatius,1
46130,PAM2020,2
46130,PressupostosParticipatius,1
46132,PressupostosParticipatius,1
46133,PressupostosParticipatius,1
46134,PressupostosParticipatius,1
46137,PressupostosParticipatius,1
46139,PressupostosParticipatius,1
46140,PressupostosParticipatius,1
46144,PressupostosParticipatius,1
46160,PressupostosParticipatius,1
46354,PressupostosParticipatius,1
46776,bcn-contra-soledat,9
46788,PressupostosParticipatius,1
47049,PressupostosParticipatius,1
47081,PressupostosParticipatius,1
47123,PressupostosParticipatius,1
47125,patrimonigracia,1
47132,pam,1
47132,patrimonigracia,7
47161,PressupostosParticipatius,1
47184,PressupostosParticipatius,1
47184,TrinitatVella,4
47293,PressupostosParticipatius,1
47497,ordenancaconvivencia,4
47748,V-premi-jove-comic-santmarti,1
47931,damm,2
48448,pam,6
48906,pam,1
48927,pam,1
49825,PressupostosParticipatius,1
50024,CarmeliCanBaro,1
51212,pam,1
51314,PressupostosParticipatius,1
51406,PressupostosParticipatius,1
51440,pla-interculturalitat,1
51511,patrimonigracia,3
51603,patrimonigracia,1
51712,patrimonigracia,2
51756,patrimonigracia,1
51775,patrimoniciutada,3
51776,patrimonigracia,1
51808,patrimonigracia,1
51872,canxiringoi,1
51884,CarmeliCanBaro,1
51982,pam,1
52066,patrimonigracia,1
52100,pla-interculturalitat,1
52101,patrimonigracia,1
52184,usostallermasriera,1
52191,patrimonigracia,1
52193,patrimonigracia,1
52208,patrimonigracia,1
52232,ZonaNord,3
52242,pla-interculturalitat,1
52250,patrimonigracia,1
52261,JusticiaDeGenere,1
52262,plapoudelafiguera,7
52285,patrimonigracia,1
52342,canviempelclima,2
52365,patrimonigracia,1
52369,patrimonigracia,1
52493,pla-interculturalitat,2
52511,PressupostosParticipatius,1
52524,patrimonigracia,1
52611,patrimonigracia,1
52613,patrimonigracia,3
52694,PEBVallcarcaPenitentsColl,1
52694,patrimonigracia,1
52695,PressupostosParticipatius,2
52695,patrimonigracia,1
52732,TrinitatVella,1
52740,patrimonigracia,1
52750,TrinitatVella,1
52753,patrimonigracia,4
52754,patrimonigracia,1
52759,Prosperitat,2
52769,patrimonigracia,1
52770,patrimonigracia,1
52772,PressupostosParticipatius,1
52776,patrimonigracia,1
52801,TrinitatVella,1
52805,TrinitatVella,1
52816,patrimonigracia,2
52817,patrimonigracia,1
52824,patrimonigracia,1
52830,patrimonigracia,1
52833,patrimonigracia,1
52909,patrimonigracia,1
52943,ZonaNord,1
53014,Poblesec,1
53041,TrinitatVella,1
53232,PressupostosParticipatius,1
53294,patrimonigracia,1
53312,xarxabus,1
53317,transformempasseigzonafranca,2
53326,TrinitatVella,1
53485,pam,1
53487,patrimonigracia,1
53498,TrinitatVella,1
53501,TrinitatVella,1
53511,PressupostosParticipatius,1
53511,TrinitatVella,1
53512,TrinitatVella,1
53514,TrinitatVella,1
53517,TrinitatVella,2
53525,patrimonigracia,1
53526,patrimonigracia,1
53588,patrimonigracia,1
53628,TrinitatVella,1
53816,cuidemeixample,1
53922,CanPegueraiTuroPeira,10
53953,patrimonigracia,1
53957,plapoudelafiguera,1
54087,PressupostosParticipatius,1
54130,CanPegueraiTuroPeira,1
54190,premi8m-2023,1
54202,cuidemgracia,4
54327,CanPegueraiTuroPeira,1
54346,TrinitatNova,1
54587,patrimonigracia,2
54618,CanPegueraiTuroPeira,1
54696,patrimonigracia,1
54779,patrimonigracia,1
54784,patrimonigracia,2
54801,patrimonigracia,2
54810,patrimonigracia,1
54812,patrimonigracia,1
54826,patrimonigracia,1
54830,patrimonigracia,1
54942,CarmeliCanBaro,2
55018,patrimonigracia,1
55128,Poblesec,1
55142,plapoudelafiguera,1
55159,patrimonigracia,1
55264,CanPegueraiTuroPeira,2
55268,patrimonigracia,1
55274,CanPegueraiTuroPeira,2
55278,PressupostosParticipatius,1
55424,CarmeliCanBaro,1
55517,TrinitatVella,1
55545,patrimonigracia,2
55577,RoquetesiVerdun,2
55591,Prosperitat,1
55609,PressupostosParticipatius,2
55615,CanPegueraiTuroPeira,3
55687,PMU2025-2030,1
55705,plapoudelafiguera,1
56024,Poblesec,1
56029,Poblesec,1
56032,Poblesec,1
56047,PressupostosParticipatius,40
56101,plapoudelafiguera,1
56124,eixverdmaresme,1
56248,JusticiaDeGenere,1
56366,PressupostosParticipatius,1
56413,FiradeMontjuic,1
56581,TrinitatVella,1
56582,Premi8M-2022,1
56596,Raval,4
56597,CarmeliCanBaro,1
56605,zonabaixesemissions,1
56691,PressupostosParticipatius,1
56851,PlaBCNCiencia2023,4
56920,PressupostosParticipatius,1
57002,CanPegueraiTuroPeira,1
57682,cuidemsantsmontjuic,2
57719,PressupostosParticipatius,2
57725,PlaBCNCiencia2023,3
57906,patrimonigracia,1
57922,plausoseixample,1
57967,canviempelclima,3
58051,PressupostosParticipatius,1
58056,PressupostosParticipatius,1
58065,PressupostosParticipatius,1
58138,PressupostosParticipatius,1
58144,PressupostosParticipatius,1
58218,PressupostosParticipatius,1
58260,PressupostosParticipatius,2
58308,PressupostosParticipatius,1
58336,PressupostosParticipatius,1
58361,PressupostosParticipatius,1
58401,PressupostosParticipatius,1
58428,PressupostosParticipatius,5
58435,eixverdmaresme,1
58450,PressupostosParticipatius,1
58509,PressupostosParticipatius,1
58581,mobilitatcv,1
58606,PressupostosParticipatius,1
58638,mobilitatcv,1
58670,PressupostosParticipatius,1
58673,PressupostosParticipatius,1
58721,PressupostosParticipatius,1
58759,PressupostosParticipatius,2
58802,PressupostosParticipatius,1
58846,PressupostosParticipatius,1
58850,PressupostosParticipatius,1
58872,MPGMClot,1
58892,ServeiClavegueramBCN,1
58944,PressupostosParticipatius,1
58946,transformempasseigzonafranca,1
58985,PressupostosParticipatius,1
58994,PressupostosParticipatius,1
59004,PressupostosParticipatius,1
59029,PressupostosParticipatius,1
59034,PressupostosParticipatius,1
59045,PressupostosParticipatius,1
59063,PressupostosParticipatius,2
59068,PressupostosParticipatius,1
59069,PressupostosParticipatius,1
59118,PressupostosParticipatius,2
59119,PressupostosParticipatius,1
59121,PressupostosParticipatius,1
59136,PressupostosParticipatius,1
59143,PressupostosParticipatius,1
59207,PressupostosParticipatius,1
59221,PressupostosParticipatius,1
59228,PressupostosParticipatius,1
59229,PressupostosParticipatius,1
59240,PressupostosParticipatius,2
59254,PressupostosParticipatius,1
59259,PressupostosParticipatius,1
59264,PlaBCNCiencia2023,1
59273,PressupostosParticipatius,1
59336,PressupostosParticipatius,1
59342,PressupostosParticipatius,1
59348,PressupostosParticipatius,1
59398,PressupostosParticipatius,1
59399,PressupostosParticipatius,1
59404,PressupostosParticipatius,1
59442,PressupostosParticipatius,1
59566,PressupostosParticipatius,1
59587,PlaBCNCiencia2023,2
59605,PressupostosParticipatius,2
59609,PressupostosParticipatius,1
59610,PressupostosParticipatius,1
59617,PressupostosParticipatius,1
59625,PressupostosParticipatius,1
59626,PressupostosParticipatius,1
59627,PressupostosParticipatius,1
59638,PressupostosParticipatius,1
59683,PressupostosParticipatius,1
59702,PressupostosParticipatius,1
59719,PressupostosParticipatius,1
59777,PressupostosParticipatius,1
59786,PressupostosParticipatius,1
59890,PressupostosParticipatius,2
59892,PressupostosParticipatius,1
59964,PressupostosParticipatius,1
59979,PressupostosParticipatius,1
59983,PressupostosParticipatius,1
60087,PressupostosParticipatius,1
60096,PressupostosParticipatius,1
60112,PressupostosParticipatius,1
60122,PressupostosParticipatius,1
60143,PressupostosParticipatius,1
60150,PressupostosParticipatius,1
60174,PressupostosParticipatius,1
60316,ordenancaconvivencia,1
60321,PressupostosParticipatius,1
60349,PressupostosParticipatius,1
60438,renovaciosostenibilitat,1
60442,PressupostosParticipatius,1
60525,PressupostosParticipatius,1
60552,PressupostosParticipatius,1
60573,PressupostosParticipatius,1
60633,PressupostosParticipatius,1
60645,PressupostosParticipatius,1
60660,PressupostosParticipatius,1
60668,PressupostosParticipatius,1
60690,PressupostosParticipatius,1
60694,PressupostosParticipatius,1
60727,PressupostosParticipatius,1
60772,PressupostosParticipatius,1
60818,PressupostosParticipatius,1
60881,PressupostosParticipatius,2
60919,PressupostosParticipatius,1
60938,PressupostosParticipatius,1
60940,PressupostosParticipatius,1
60950,PressupostosParticipatius,1
60973,PressupostosParticipatius,1
60975,PressupostosParticipatius,1
60978,PressupostosParticipatius,1
60979,PressupostosParticipatius,1
60994,PressupostosParticipatius,1
60995,PressupostosParticipatius,1
61014,PressupostosParticipatius,1
61026,PressupostosParticipatius,1
61037,PressupostosParticipatius,1
61049,PressupostosParticipatius,1
61079,PressupostosParticipatius,1
61160,PressupostosParticipatius,2
61197,PressupostosParticipatius,1
61225,PressupostosParticipatius,1
61300,PressupostosParticipatius,1
61402,PressupostosParticipatius,1
61419,AssembleaClima,1
61421,PressupostosParticipatius,1
61448,PressupostosParticipatius,1
61550,PressupostosParticipatius,1
61552,PressupostosParticipatius,1
61562,PressupostosParticipatius,1
61566,PressupostosParticipatius,1
61649,PressupostosParticipatius,3
61709,PressupostosParticipatius,1
61733,PressupostosParticipatius,22
61753,PressupostosParticipatius,1
61800,PressupostosParticipatius,1
61831,PressupostosParticipatius,1
61908,PressupostosParticipatius,1
61923,PressupostosParticipatius,1
61927,PressupostosParticipatius,1
61931,PressupostosParticipatius,1
61938,PressupostosParticipatius,1
61941,PressupostosParticipatius,1
61954,PressupostosParticipatius,1
61991,PressupostosParticipatius,1
62006,PressupostosParticipatius,1
62055,PressupostosParticipatius,1
62084,PressupostosParticipatius,4
62163,PressupostosParticipatius,1
62250,PressupostosParticipatius,1
62274,PressupostosParticipatius,1
62281,PressupostosParticipatius,1
62298,PressupostosParticipatius,1
62321,PressupostosParticipatius,1
62431,PressupostosParticipatius,1
62453,PressupostosParticipatius,1
62467,PressupostosParticipatius,1
62489,PressupostosParticipatius,1
62508,PressupostosParticipatius,1
62522,PressupostosParticipatius,1
62729,PressupostosParticipatius,1
62740,PressupostosParticipatius,1
62758,PressupostosParticipatius,1
62759,PressupostosParticipatius,3
62773,PressupostosParticipatius,2
62800,PressupostosParticipatius,1
62877,PressupostosParticipatius,1
62926,canxiringoi,1
62933,PressupostosParticipatius,1
62948,PressupostosParticipatius,1
62972,PressupostosParticipatius,1
63010,PressupostosParticipatius,2
63130,PressupostosParticipatius,1
63167,PressupostosParticipatius,1
63188,PressupostosParticipatius,1
63230,PressupostosParticipatius,1
63274,PressupostosParticipatius,1
63311,PressupostosParticipatius,1
63334,PressupostosParticipatius,1
63391,PressupostosParticipatius,1
63394,PressupostosParticipatius,1
63404,PressupostosParticipatius,1
63408,PressupostosParticipatius,1
63435,PressupostosParticipatius,1
63528,PressupostosParticipatius,1
63563,PressupostosParticipatius,2
63579,PressupostosParticipatius,1
63580,PressupostosParticipatius,1
63587,PressupostosParticipatius,1
63616,PressupostosParticipatius,1
63628,PressupostosParticipatius,1
63719,PressupostosParticipatius,1
63721,PressupostosParticipatius,1
63750,PressupostosParticipatius,1
63752,PressupostosParticipatius,1
63783,PressupostosParticipatius,1
63803,PressupostosParticipatius,1
63870,PressupostosParticipatius,1
63897,PressupostosParticipatius,1
63909,PressupostosParticipatius,1
63923,PressupostosParticipatius,1
63956,PressupostosParticipatius,1
63986,PressupostosParticipatius,1
64140,PressupostosParticipatius,1
64153,PressupostosParticipatius,1
64212,PressupostosParticipatius,1
64242,PressupostosParticipatius,1
64262,SuperillaBarcelona,3
64262,ordenancaconvivencia,1
64276,PressupostosParticipatius,1
64332,PressupostosParticipatius,1
64364,PressupostosParticipatius,1
64365,PressupostosParticipatius,1
64404,PressupostosParticipatius,1
64461,PressupostosParticipatius,1
64489,PressupostosParticipatius,1
64499,PressupostosParticipatius,1
64597,PEUAT2021,1
64607,PressupostosParticipatius,2
64617,PressupostosParticipatius,1
64623,PressupostosParticipatius,1
64630,PressupostosParticipatius,1
64630,canviempelclima,1
64661,PressupostosParticipatius,1
64716,PressupostosParticipatius,4
64782,PressupostosParticipatius,1
64798,PressupostosParticipatius,1
64820,damm,1
64822,PressupostosParticipatius,1
64863,PressupostosParticipatius,1
64873,PressupostosParticipatius,1
64931,PressupostosParticipatius,1
64941,PressupostosParticipatius,1
64951,PressupostosParticipatius,1
64988,PressupostosParticipatius,1
64996,PressupostosParticipatius,4
65025,PressupostosParticipatius,1
65042,PressupostosParticipatius,1
65054,PressupostosParticipatius,1
65074,PressupostosParticipatius,1
65119,PressupostosParticipatius,1
65148,PressupostosParticipatius,1
65258,PressupostosParticipatius,1
65275,PressupostosParticipatius,1
65340,PressupostosParticipatius,1
65391,PressupostosParticipatius,1
65412,PressupostosParticipatius,1
65414,PressupostosParticipatius,1
65415,PressupostosParticipatius,1
65416,PressupostosParticipatius,1
65436,PressupostosParticipatius,1
65487,PressupostosParticipatius,1
65497,PressupostosParticipatius,2
65522,PressupostosParticipatius,3
65541,PressupostosParticipatius,1
65557,PressupostosParticipatius,1
65584,PressupostosParticipatius,10
65595,PressupostosParticipatius,1
65619,PressupostosParticipatius,1
65637,PressupostosParticipatius,2
65666,PressupostosParticipatius,1
65667,PressupostosParticipatius,1
65695,ordenancaconvivencia,1
65704,PressupostosParticipatius,1
65718,PressupostosParticipatius,1
65752,PressupostosParticipatius,1
65813,PressupostosParticipatius,1
65820,PressupostosParticipatius,1
65833,PressupostosParticipatius,1
65934,PressupostosParticipatius,1
65938,PressupostosParticipatius,1
65939,PressupostosParticipatius,3
65980,PressupostosParticipatius,1
66017,PressupostosParticipatius,1
66041,PressupostosParticipatius,1
66165,PressupostosParticipatius,1
66207,PressupostosParticipatius,2
66212,PressupostosParticipatius,1
66229,PressupostosParticipatius,1
66241,PressupostosParticipatius,1
66312,SuperillaBarcelona,1
66515,PressupostosParticipatius,2
66670,PressupostosParticipatius,1
66672,PressupostosParticipatius,1
66695,PressupostosParticipatius,1
66717,PressupostosParticipatius,1
66737,PressupostosParticipatius,1
66808,PressupostosParticipatius,1
66836,PressupostosParticipatius,2
66859,PressupostosParticipatius,2
66913,PressupostosParticipatius,1
66954,PressupostosParticipatius,1
66977,PressupostosParticipatius,1
66999,PressupostosParticipatius,1
67047,PressupostosParticipatius,1
67086,PressupostosParticipatius,1
67099,PressupostosParticipatius,1
67106,PressupostosParticipatius,1
67118,PressupostosParticipatius,2
67146,PressupostosParticipatius,1
67206,PressupostosParticipatius,1
67213,PressupostosParticipatius,1
67218,PressupostosParticipatius,1
67301,PressupostosParticipatius,1
67339,PressupostosParticipatius,4
67418,PressupostosParticipatius,1
67491,PressupostosParticipatius,1
67530,PressupostosParticipatius,1
67561,PressupostosParticipatius,1
67693,PressupostosParticipatius,2
67741,PressupostosParticipatius,1
67830,PressupostosParticipatius,1
67924,PressupostosParticipatius,1
67932,PressupostosParticipatius,1
68055,PressupostosParticipatius,1
68101,PressupostosParticipatius,1
68146,PressupostosParticipatius,2
68156,PressupostosParticipatius,1
68163,PressupostosParticipatius,1
68193,PressupostosParticipatius,1
68208,PressupostosParticipatius,1
68226,PressupostosParticipatius,1
68235,PressupostosParticipatius,1
68238,PressupostosParticipatius,1
68242,PressupostosParticipatius,1
68406,PressupostosParticipatius,1
68417,PressupostosParticipatius,1
68477,PressupostosParticipatius,1
68584,PressupostosParticipatius,1
68724,PressupostosParticipatius,1
68858,PressupostosParticipatius,1
68900,PressupostosParticipatius,1
68949,PressupostosParticipatius,1
68994,PressupostosParticipatius,1
69001,PressupostosParticipatius,1
69079,PlaBCNCiencia2023,2
69101,PressupostosParticipatius,1
69217,PressupostosParticipatius,1
69293,PressupostosParticipatius,1
69314,PressupostosParticipatius,1
69398,PressupostosParticipatius,1
69412,PressupostosParticipatius,1
69427,PressupostosParticipatius,1
69497,PressupostosParticipatius,1
69507,PressupostosParticipatius,2
69525,PressupostosParticipatius,1
69618,PressupostosParticipatius,1
69635,PressupostosParticipatius,1
69701,PressupostosParticipatius,1
69741,PressupostosParticipatius,1
69857,PressupostosParticipatius,1
69916,PressupostosParticipatius,1
69934,PressupostosParticipatius,1
69941,PressupostosParticipatius,1
70007,PressupostosParticipatius,1
70011,PressupostosParticipatius,1
70026,PressupostosParticipatius,1
70075,PressupostosParticipatius,1
70089,PressupostosParticipatius,1
70313,PressupostosParticipatius,1
70318,PressupostosParticipatius,1
70332,PressupostosParticipatius,1
70346,PressupostosParticipatius,4
70389,PressupostosParticipatius,1
70475,PressupostosParticipatius,1
70495,PressupostosParticipatius,1
70549,PressupostosParticipatius,1
70677,PressupostosParticipatius,1
70677,cuidemhortaguinardo,1
70677,pam,1
70677,plcanbaro,12
70690,PressupostosParticipatius,1
